id,drawdate,num_1,num_2,num_3,num_4,num_5,created_at,updated_at
1189,2011-06-17,24,35,6,16,38,2011-06-17 00:00:00.0000,2011-06-17 00:00:00.0000
1190,2011-06-18,34,15,6,2,21,2011-06-18 00:00:00.0000,2011-06-18 00:00:00.0000
1191,2011-06-20,19,13,9,35,14,2011-06-20 00:00:00.0000,2011-06-20 00:00:00.0000
1192,2011-06-21,13,15,7,31,5,2011-06-21 00:00:00.0000,2011-06-21 00:00:00.0000
1193,2011-06-22,39,23,25,19,34,2011-06-22 00:00:00.0000,2011-06-22 00:00:00.0000
1194,2011-06-23,4,39,36,21,27,2011-06-23 00:00:00.0000,2011-06-23 00:00:00.0000
1195,2011-06-24,26,33,23,12,25,2011-06-24 00:00:00.0000,2011-06-24 00:00:00.0000
1196,2011-06-25,32,24,38,22,14,2011-06-25 00:00:00.0000,2011-06-25 00:00:00.0000
1197,2011-06-27,4,12,5,15,20,2011-06-27 00:00:00.0000,2011-06-27 00:00:00.0000
1198,2011-06-28,28,31,39,19,22,2011-06-28 00:00:00.0000,2011-06-28 00:00:00.0000
1199,2011-06-29,1,27,35,2,5,2011-06-29 00:00:00.0000,2011-06-29 00:00:00.0000
1200,2011-06-30,2,7,4,30,14,2011-06-30 00:00:00.0000,2011-06-30 00:00:00.0000
1201,2011-07-01,2,1,10,17,28,2011-07-01 00:00:00.0000,2011-07-01 00:00:00.0000
1202,2011-07-02,3,12,36,31,34,2011-07-02 00:00:00.0000,2011-07-02 00:00:00.0000
1203,2011-07-04,6,2,30,17,1,2011-07-04 00:00:00.0000,2011-07-04 00:00:00.0000
1204,2011-07-05,23,5,2,36,21,2011-07-05 00:00:00.0000,2011-07-05 00:00:00.0000
1205,2011-07-06,2,9,26,34,36,2011-07-06 00:00:00.0000,2011-07-06 00:00:00.0000
1206,2011-07-07,35,3,20,39,28,2011-07-07 00:00:00.0000,2011-07-07 00:00:00.0000
1207,2011-07-08,18,15,38,4,8,2011-07-08 00:00:00.0000,2011-07-08 00:00:00.0000
1208,2011-07-09,22,21,9,30,25,2011-07-09 00:00:00.0000,2011-07-09 00:00:00.0000
1209,2011-07-11,14,18,1,3,12,2011-07-11 00:00:00.0000,2011-07-11 00:00:00.0000
1210,2011-07-12,14,21,17,10,31,2011-07-12 00:00:00.0000,2011-07-12 00:00:00.0000
1211,2011-07-13,36,32,21,9,14,2011-07-13 00:00:00.0000,2011-07-13 00:00:00.0000
1212,2011-07-14,8,24,9,18,33,2011-07-14 00:00:00.0000,2011-07-14 00:00:00.0000
1213,2011-07-15,7,14,13,20,33,2011-07-15 00:00:00.0000,2011-07-15 00:00:00.0000
1214,2011-07-16,32,8,27,36,29,2011-07-16 00:00:00.0000,2011-07-16 00:00:00.0000
1215,2011-07-18,39,29,2,14,12,2011-07-18 00:00:00.0000,2011-07-18 00:00:00.0000
1216,2011-07-19,39,32,2,14,33,2011-07-19 00:00:00.0000,2011-07-19 00:00:00.0000
1217,2011-07-20,17,31,16,39,26,2011-07-20 00:00:00.0000,2011-07-20 00:00:00.0000
1218,2011-07-21,14,15,30,20,27,2011-07-21 00:00:00.0000,2011-07-21 00:00:00.0000
1219,2011-07-22,3,5,10,37,15,2011-07-22 00:00:00.0000,2011-07-22 00:00:00.0000
1220,2011-07-23,5,20,27,26,31,2011-07-23 00:00:00.0000,2011-07-23 00:00:00.0000
1221,2011-07-25,14,5,9,35,18,2011-07-25 00:00:00.0000,2011-07-25 00:00:00.0000
1222,2011-07-26,34,36,17,1,32,2011-07-26 00:00:00.0000,2011-07-26 00:00:00.0000
1223,2011-07-27,21,26,20,23,33,2011-07-27 00:00:00.0000,2011-07-27 00:00:00.0000
1224,2011-07-28,27,36,30,9,4,2011-07-28 00:00:00.0000,2011-07-28 00:00:00.0000
1225,2011-07-29,4,3,27,20,16,2011-07-29 00:00:00.0000,2011-07-29 00:00:00.0000
1226,2011-07-30,6,10,17,13,1,2011-07-30 00:00:00.0000,2011-07-30 00:00:00.0000
1227,2011-08-01,12,10,19,24,1,2011-08-01 00:00:00.0000,2011-08-01 00:00:00.0000
1228,2011-08-02,22,13,39,25,3,2011-08-02 00:00:00.0000,2011-08-02 00:00:00.0000
1229,2011-08-03,3,39,4,14,13,2011-08-03 00:00:00.0000,2011-08-03 00:00:00.0000
1230,2011-08-04,33,9,37,38,10,2011-08-04 00:00:00.0000,2011-08-04 00:00:00.0000
1231,2011-08-05,14,25,33,22,18,2011-08-05 00:00:00.0000,2011-08-05 00:00:00.0000
1232,2011-08-06,14,28,23,19,24,2011-08-06 00:00:00.0000,2011-08-06 00:00:00.0000
1233,2011-08-08,37,18,13,15,39,2011-08-08 00:00:00.0000,2011-08-08 00:00:00.0000
1234,2011-08-09,35,22,14,29,7,2011-08-09 00:00:00.0000,2011-08-09 00:00:00.0000
1235,2011-08-10,17,16,20,22,26,2011-08-10 00:00:00.0000,2011-08-10 00:00:00.0000
1236,2011-08-11,37,14,19,13,9,2011-08-11 00:00:00.0000,2011-08-11 00:00:00.0000
1237,2011-08-12,34,20,37,29,39,2011-08-12 00:00:00.0000,2011-08-12 00:00:00.0000
1238,2011-08-13,28,10,6,18,4,2011-08-13 00:00:00.0000,2011-08-13 00:00:00.0000
1239,2011-08-15,38,23,36,16,33,2011-08-15 00:00:00.0000,2011-08-15 00:00:00.0000
1240,2011-08-16,10,22,21,18,1,2011-08-16 00:00:00.0000,2011-08-16 00:00:00.0000
1241,2011-08-17,15,20,3,28,14,2011-08-17 00:00:00.0000,2011-08-17 00:00:00.0000
1242,2011-08-18,8,19,7,16,34,2011-08-18 00:00:00.0000,2011-08-18 00:00:00.0000
1243,2011-08-19,13,11,38,8,30,2011-08-19 00:00:00.0000,2011-08-19 00:00:00.0000
1244,2011-08-20,31,21,24,7,2,2011-08-20 00:00:00.0000,2011-08-20 00:00:00.0000
1245,2011-08-22,13,27,26,38,9,2011-08-22 00:00:00.0000,2011-08-22 00:00:00.0000
1246,2011-08-23,7,14,23,15,30,2011-08-23 00:00:00.0000,2011-08-23 00:00:00.0000
1247,2011-08-24,13,22,16,39,35,2011-08-24 00:00:00.0000,2011-08-24 00:00:00.0000
1248,2011-08-25,37,3,2,5,22,2011-08-25 00:00:00.0000,2011-08-25 00:00:00.0000
1249,2011-08-26,36,32,22,28,15,2011-08-26 00:00:00.0000,2011-08-26 00:00:00.0000
1250,2011-08-27,1,12,2,29,35,2011-08-27 00:00:00.0000,2011-08-27 00:00:00.0000
1251,2011-08-29,34,4,21,7,11,2011-08-29 00:00:00.0000,2011-08-29 00:00:00.0000
1252,2011-08-30,22,8,36,6,10,2011-08-30 00:00:00.0000,2011-08-30 00:00:00.0000
1253,2011-08-31,25,34,37,6,17,2011-08-31 00:00:00.0000,2011-08-31 00:00:00.0000
1254,2011-09-01,12,32,37,38,22,2011-09-01 00:00:00.0000,2011-09-01 00:00:00.0000
1255,2011-09-02,18,4,3,11,10,2011-09-02 00:00:00.0000,2011-09-02 00:00:00.0000
1256,2011-09-03,22,19,37,33,34,2011-09-03 00:00:00.0000,2011-09-03 00:00:00.0000
1257,2011-09-05,28,35,2,22,11,2011-09-05 00:00:00.0000,2011-09-05 00:00:00.0000
1258,2011-09-06,34,33,30,32,25,2011-09-06 00:00:00.0000,2011-09-06 00:00:00.0000
1259,2011-09-07,23,29,9,20,27,2011-09-07 00:00:00.0000,2011-09-07 00:00:00.0000
1260,2011-09-08,17,15,36,21,2,2011-09-08 00:00:00.0000,2011-09-08 00:00:00.0000
1261,2011-09-09,18,14,26,28,36,2011-09-09 00:00:00.0000,2011-09-09 00:00:00.0000
1262,2011-09-10,17,23,35,2,3,2011-09-10 00:00:00.0000,2011-09-10 00:00:00.0000
1263,2011-09-12,18,24,12,22,39,2011-09-12 00:00:00.0000,2011-09-12 00:00:00.0000
1264,2011-09-13,4,9,10,1,16,2011-09-13 00:00:00.0000,2011-09-13 00:00:00.0000
1265,2011-09-14,19,16,23,36,13,2011-09-14 00:00:00.0000,2011-09-14 00:00:00.0000
1266,2011-09-15,5,30,34,19,14,2011-09-15 00:00:00.0000,2011-09-15 00:00:00.0000
1267,2011-09-16,23,18,13,27,38,2011-09-16 00:00:00.0000,2011-09-16 00:00:00.0000
1268,2011-09-17,28,4,38,27,15,2011-09-17 00:00:00.0000,2011-09-17 00:00:00.0000
1269,2011-09-19,11,22,28,5,35,2011-09-19 00:00:00.0000,2011-09-19 00:00:00.0000
1270,2011-09-20,34,32,14,37,16,2011-09-20 00:00:00.0000,2011-09-20 00:00:00.0000
1271,2011-09-21,5,16,7,4,15,2011-09-21 00:00:00.0000,2011-09-21 00:00:00.0000
1272,2011-09-22,1,32,10,20,29,2011-09-22 00:00:00.0000,2011-09-22 00:00:00.0000
1273,2011-09-23,15,2,7,25,34,2011-09-23 00:00:00.0000,2011-09-23 00:00:00.0000
1274,2011-09-24,23,20,19,29,39,2011-09-24 00:00:00.0000,2011-09-24 00:00:00.0000
1275,2011-09-26,8,4,29,14,33,2011-09-26 00:00:00.0000,2011-09-26 00:00:00.0000
1276,2011-09-27,5,7,34,14,35,2011-09-27 00:00:00.0000,2011-09-27 00:00:00.0000
1277,2011-09-28,28,27,13,16,7,2011-09-28 00:00:00.0000,2011-09-28 00:00:00.0000
1278,2011-09-29,15,12,6,14,28,2011-09-29 00:00:00.0000,2011-09-29 00:00:00.0000
1279,2011-09-30,21,14,4,37,27,2011-09-30 00:00:00.0000,2011-09-30 00:00:00.0000
1280,2011-10-01,23,27,2,9,13,2011-10-01 00:00:00.0000,2011-10-01 00:00:00.0000
1281,2011-10-03,22,31,39,16,15,2011-10-03 00:00:00.0000,2011-10-03 00:00:00.0000
1282,2011-10-04,18,38,12,34,2,2011-10-04 00:00:00.0000,2011-10-04 00:00:00.0000
1283,2011-10-05,23,22,36,17,33,2011-10-05 00:00:00.0000,2011-10-05 00:00:00.0000
1284,2011-10-06,11,38,19,37,14,2011-10-06 00:00:00.0000,2011-10-06 00:00:00.0000
1285,2011-10-07,12,30,9,33,23,2011-10-07 00:00:00.0000,2011-10-07 00:00:00.0000
1286,2011-10-08,19,7,10,27,33,2011-10-08 00:00:00.0000,2011-10-08 00:00:00.0000
1287,2011-10-10,18,33,2,34,20,2011-10-10 00:00:00.0000,2011-10-10 00:00:00.0000
1288,2011-10-11,9,25,29,20,15,2011-10-11 00:00:00.0000,2011-10-11 00:00:00.0000
1289,2011-10-12,14,33,4,34,37,2011-10-12 00:00:00.0000,2011-10-12 00:00:00.0000
1290,2011-10-13,31,6,39,19,35,2011-10-13 00:00:00.0000,2011-10-13 00:00:00.0000
1291,2011-10-14,17,33,1,34,24,2011-10-14 00:00:00.0000,2011-10-14 00:00:00.0000
1292,2011-10-15,11,17,31,26,22,2011-10-15 00:00:00.0000,2011-10-15 00:00:00.0000
1293,2011-10-17,30,38,33,39,11,2011-10-17 00:00:00.0000,2011-10-17 00:00:00.0000
1294,2011-10-18,1,23,26,13,18,2011-10-18 00:00:00.0000,2011-10-18 00:00:00.0000
1295,2011-10-19,15,16,23,21,29,2011-10-19 00:00:00.0000,2011-10-19 00:00:00.0000
1296,2011-10-20,22,34,39,23,14,2011-10-20 00:00:00.0000,2011-10-20 00:00:00.0000
1297,2011-10-21,37,21,20,33,24,2011-10-21 00:00:00.0000,2011-10-21 00:00:00.0000
1298,2011-10-22,12,2,24,35,39,2011-10-22 00:00:00.0000,2011-10-22 00:00:00.0000
1299,2011-10-24,34,31,27,5,21,2011-10-24 00:00:00.0000,2011-10-24 00:00:00.0000
1300,2011-10-25,39,28,35,11,6,2011-10-25 00:00:00.0000,2011-10-25 00:00:00.0000
1301,2011-10-26,13,1,22,36,11,2011-10-26 00:00:00.0000,2011-10-26 00:00:00.0000
1302,2011-10-27,2,16,24,32,35,2011-10-27 00:00:00.0000,2011-10-27 00:00:00.0000
1303,2011-10-28,16,27,2,20,11,2011-10-28 00:00:00.0000,2011-10-28 00:00:00.0000
1304,2011-10-29,25,14,16,3,37,2011-10-29 00:00:00.0000,2011-10-29 00:00:00.0000
1305,2011-10-31,38,12,27,16,3,2011-10-31 00:00:00.0000,2011-10-31 00:00:00.0000
1306,2011-11-01,34,8,7,26,37,2011-11-01 00:00:00.0000,2011-11-01 00:00:00.0000
1307,2011-11-02,38,15,10,23,16,2011-11-02 00:00:00.0000,2011-11-02 00:00:00.0000
1308,2011-11-03,36,8,21,19,39,2011-11-03 00:00:00.0000,2011-11-03 00:00:00.0000
1309,2011-11-04,37,21,2,33,38,2011-11-04 00:00:00.0000,2011-11-04 00:00:00.0000
1310,2011-11-05,18,34,2,7,5,2011-11-05 00:00:00.0000,2011-11-05 00:00:00.0000
1311,2011-11-07,34,37,16,39,7,2011-11-07 00:00:00.0000,2011-11-07 00:00:00.0000
1312,2011-11-08,13,27,21,18,16,2011-11-08 00:00:00.0000,2011-11-08 00:00:00.0000
1313,2011-11-09,12,20,28,23,27,2011-11-09 00:00:00.0000,2011-11-09 00:00:00.0000
1314,2011-11-10,1,28,7,27,8,2011-11-10 00:00:00.0000,2011-11-10 00:00:00.0000
1315,2011-11-11,4,19,11,33,22,2011-11-11 00:00:00.0000,2011-11-11 00:00:00.0000
1316,2011-11-12,35,14,21,33,24,2011-11-12 00:00:00.0000,2011-11-12 00:00:00.0000
1317,2011-11-14,30,5,14,3,10,2011-11-14 00:00:00.0000,2011-11-14 00:00:00.0000
1318,2011-11-15,8,4,38,9,21,2011-11-15 00:00:00.0000,2011-11-15 00:00:00.0000
1319,2011-11-16,27,28,29,32,12,2011-11-16 00:00:00.0000,2011-11-16 00:00:00.0000
1320,2011-11-17,5,20,19,11,36,2011-11-17 00:00:00.0000,2011-11-17 00:00:00.0000
1321,2011-11-18,28,37,10,26,34,2011-11-18 00:00:00.0000,2011-11-18 00:00:00.0000
1322,2011-11-19,9,6,16,5,8,2011-11-19 00:00:00.0000,2011-11-19 00:00:00.0000
1323,2011-11-21,4,3,9,23,25,2011-11-21 00:00:00.0000,2011-11-21 00:00:00.0000
1324,2011-11-22,21,10,2,4,14,2011-11-22 00:00:00.0000,2011-11-22 00:00:00.0000
1325,2011-11-23,2,36,16,28,18,2011-11-23 00:00:00.0000,2011-11-23 00:00:00.0000
1326,2011-11-24,26,34,7,20,9,2011-11-24 00:00:00.0000,2011-11-24 00:00:00.0000
1327,2011-11-25,9,12,6,19,30,2011-11-25 00:00:00.0000,2011-11-25 00:00:00.0000
1328,2011-11-26,22,12,25,18,16,2011-11-26 00:00:00.0000,2011-11-26 00:00:00.0000
1329,2011-11-28,27,5,9,15,30,2011-11-28 00:00:00.0000,2011-11-28 00:00:00.0000
1330,2011-11-29,7,12,19,37,3,2011-11-29 00:00:00.0000,2011-11-29 00:00:00.0000
1331,2011-11-30,24,12,21,5,22,2011-11-30 00:00:00.0000,2011-11-30 00:00:00.0000
1332,2011-12-01,15,20,6,10,13,2011-12-01 00:00:00.0000,2011-12-01 00:00:00.0000
1333,2011-12-02,37,1,18,24,12,2011-12-02 00:00:00.0000,2011-12-02 00:00:00.0000
1334,2011-12-03,33,32,14,13,5,2011-12-03 00:00:00.0000,2011-12-03 00:00:00.0000
1335,2011-12-05,26,6,15,38,31,2011-12-05 00:00:00.0000,2011-12-05 00:00:00.0000
1336,2011-12-06,38,28,19,18,35,2011-12-06 00:00:00.0000,2011-12-06 00:00:00.0000
1337,2011-12-07,34,13,15,12,29,2011-12-07 00:00:00.0000,2011-12-07 00:00:00.0000
1338,2011-12-08,34,5,19,4,23,2011-12-08 00:00:00.0000,2011-12-08 00:00:00.0000
1339,2011-12-09,33,15,27,35,24,2011-12-09 00:00:00.0000,2011-12-09 00:00:00.0000
1340,2011-12-10,8,19,37,35,31,2011-12-10 00:00:00.0000,2011-12-10 00:00:00.0000
1341,2011-12-12,22,16,5,7,6,2011-12-12 00:00:00.0000,2011-12-12 00:00:00.0000
1342,2011-12-13,28,13,27,12,32,2011-12-13 00:00:00.0000,2011-12-13 00:00:00.0000
1343,2011-12-14,6,20,18,30,5,2011-12-14 00:00:00.0000,2011-12-14 00:00:00.0000
1344,2011-12-15,22,5,26,7,31,2011-12-15 00:00:00.0000,2011-12-15 00:00:00.0000
1345,2011-12-16,29,13,6,27,28,2011-12-16 00:00:00.0000,2011-12-16 00:00:00.0000
1346,2011-12-17,7,20,17,1,35,2011-12-17 00:00:00.0000,2011-12-17 00:00:00.0000
1347,2011-12-19,8,17,28,34,7,2011-12-19 00:00:00.0000,2011-12-19 00:00:00.0000
1348,2011-12-20,2,5,7,17,15,2011-12-20 00:00:00.0000,2011-12-20 00:00:00.0000
1349,2011-12-21,25,7,32,2,17,2011-12-21 00:00:00.0000,2011-12-21 00:00:00.0000
1350,2011-12-22,3,23,10,19,33,2011-12-22 00:00:00.0000,2011-12-22 00:00:00.0000
1351,2011-12-23,32,27,1,23,10,2011-12-23 00:00:00.0000,2011-12-23 00:00:00.0000
1352,2011-12-24,38,24,23,35,29,2011-12-24 00:00:00.0000,2011-12-24 00:00:00.0000
1353,2011-12-26,22,30,33,27,7,2011-12-26 00:00:00.0000,2011-12-26 00:00:00.0000
1354,2011-12-27,4,36,19,2,5,2011-12-27 00:00:00.0000,2011-12-27 00:00:00.0000
1355,2011-12-28,20,4,24,28,3,2011-12-28 00:00:00.0000,2011-12-28 00:00:00.0000
1356,2011-12-29,30,13,16,21,3,2011-12-29 00:00:00.0000,2011-12-29 00:00:00.0000
1357,2011-12-30,17,5,38,15,28,2011-12-30 00:00:00.0000,2011-12-30 00:00:00.0000
1358,2011-12-31,30,18,26,8,19,2011-12-31 00:00:00.0000,2011-12-31 00:00:00.0000
1359,2012-01-02,16,30,35,31,32,2012-01-02 00:00:00.0000,2012-01-02 00:00:00.0000
1360,2012-01-03,14,36,1,29,25,2012-01-03 00:00:00.0000,2012-01-03 00:00:00.0000
1361,2012-01-04,3,31,9,16,25,2012-01-04 00:00:00.0000,2012-01-04 00:00:00.0000
1362,2012-01-05,39,34,21,10,17,2012-01-05 00:00:00.0000,2012-01-05 00:00:00.0000
1363,2012-01-06,29,7,8,25,15,2012-01-06 00:00:00.0000,2012-01-06 00:00:00.0000
1364,2012-01-07,3,24,13,16,27,2012-01-07 00:00:00.0000,2012-01-07 00:00:00.0000
1365,2012-01-09,35,4,10,14,2,2012-01-09 00:00:00.0000,2012-01-09 00:00:00.0000
1366,2012-01-10,33,5,39,21,2,2012-01-10 00:00:00.0000,2012-01-10 00:00:00.0000
1367,2012-01-11,38,6,39,29,19,2012-01-11 00:00:00.0000,2012-01-11 00:00:00.0000
1368,2012-01-12,26,10,2,13,38,2012-01-12 00:00:00.0000,2012-01-12 00:00:00.0000
1369,2012-01-13,31,35,1,17,4,2012-01-13 00:00:00.0000,2012-01-13 00:00:00.0000
1370,2012-01-14,38,34,9,32,17,2012-01-14 00:00:00.0000,2012-01-14 00:00:00.0000
1371,2012-01-16,9,3,28,18,29,2012-01-16 00:00:00.0000,2012-01-16 00:00:00.0000
1372,2012-01-17,22,17,37,4,33,2012-01-17 00:00:00.0000,2012-01-17 00:00:00.0000
1373,2012-01-18,31,22,5,4,27,2012-01-18 00:00:00.0000,2012-01-18 00:00:00.0000
1374,2012-01-19,29,4,19,5,13,2012-01-19 00:00:00.0000,2012-01-19 00:00:00.0000
1375,2012-01-20,28,23,30,29,18,2012-01-20 00:00:00.0000,2012-01-20 00:00:00.0000
1376,2012-01-21,18,17,33,6,38,2012-01-21 00:00:00.0000,2012-01-21 00:00:00.0000
1377,2012-01-23,7,2,29,28,18,2012-01-23 00:00:00.0000,2012-01-23 00:00:00.0000
1378,2012-01-24,17,22,37,20,26,2012-01-24 00:00:00.0000,2012-01-24 00:00:00.0000
1379,2012-01-25,9,30,39,35,26,2012-01-25 00:00:00.0000,2012-01-25 00:00:00.0000
1380,2012-01-26,10,26,18,8,36,2012-01-26 00:00:00.0000,2012-01-26 00:00:00.0000
1381,2012-01-27,37,31,22,9,16,2012-01-27 00:00:00.0000,2012-01-27 00:00:00.0000
1382,2012-01-28,20,34,2,13,22,2012-01-28 00:00:00.0000,2012-01-28 00:00:00.0000
1383,2012-01-30,21,38,33,32,8,2012-01-30 00:00:00.0000,2012-01-30 00:00:00.0000
1384,2012-01-31,34,31,23,26,12,2012-01-31 00:00:00.0000,2012-01-31 00:00:00.0000
1385,2012-02-01,12,4,36,32,8,2012-02-01 00:00:00.0000,2012-02-01 00:00:00.0000
1386,2012-02-02,29,21,30,7,16,2012-02-02 00:00:00.0000,2012-02-02 00:00:00.0000
1387,2012-02-03,8,23,33,7,39,2012-02-03 00:00:00.0000,2012-02-03 00:00:00.0000
1388,2012-02-04,28,32,37,14,12,2012-02-04 00:00:00.0000,2012-02-04 00:00:00.0000
1389,2012-02-06,26,1,37,25,30,2012-02-06 00:00:00.0000,2012-02-06 00:00:00.0000
1390,2012-02-07,24,6,28,10,36,2012-02-07 00:00:00.0000,2012-02-07 00:00:00.0000
1391,2012-02-08,8,39,26,32,3,2012-02-08 00:00:00.0000,2012-02-08 00:00:00.0000
1392,2012-02-09,17,14,7,16,38,2012-02-09 00:00:00.0000,2012-02-09 00:00:00.0000
1393,2012-02-10,8,17,37,7,15,2012-02-10 00:00:00.0000,2012-02-10 00:00:00.0000
1394,2012-02-11,4,29,15,9,1,2012-02-11 00:00:00.0000,2012-02-11 00:00:00.0000
1395,2012-02-13,2,7,26,20,6,2012-02-13 00:00:00.0000,2012-02-13 00:00:00.0000
1396,2012-02-14,21,22,20,4,3,2012-02-14 00:00:00.0000,2012-02-14 00:00:00.0000
1397,2012-02-15,8,12,2,33,16,2012-02-15 00:00:00.0000,2012-02-15 00:00:00.0000
1398,2012-02-16,13,15,21,7,6,2012-02-16 00:00:00.0000,2012-02-16 00:00:00.0000
1399,2012-02-17,36,39,17,13,32,2012-02-17 00:00:00.0000,2012-02-17 00:00:00.0000
1400,2012-02-18,9,21,39,16,37,2012-02-18 00:00:00.0000,2012-02-18 00:00:00.0000
1401,2012-02-20,27,7,25,28,35,2012-02-20 00:00:00.0000,2012-02-20 00:00:00.0000
1402,2012-02-21,8,22,27,26,10,2012-02-21 00:00:00.0000,2012-02-21 00:00:00.0000
1403,2012-02-22,30,3,25,23,32,2012-02-22 00:00:00.0000,2012-02-22 00:00:00.0000
1404,2012-02-23,5,12,33,35,16,2012-02-23 00:00:00.0000,2012-02-23 00:00:00.0000
1405,2012-02-24,9,38,24,34,37,2012-02-24 00:00:00.0000,2012-02-24 00:00:00.0000
1406,2012-02-25,22,35,37,31,26,2012-02-25 00:00:00.0000,2012-02-25 00:00:00.0000
1407,2012-02-27,18,37,12,2,26,2012-02-27 00:00:00.0000,2012-02-27 00:00:00.0000
1408,2012-02-28,15,26,20,35,38,2012-02-28 00:00:00.0000,2012-02-28 00:00:00.0000
1409,2012-02-29,35,30,29,14,6,2012-02-29 00:00:00.0000,2012-02-29 00:00:00.0000
1410,2012-03-01,10,15,13,9,5,2012-03-01 00:00:00.0000,2012-03-01 00:00:00.0000
1411,2012-03-02,10,27,20,38,3,2012-03-02 00:00:00.0000,2012-03-02 00:00:00.0000
1412,2012-03-03,13,23,36,1,25,2012-03-03 00:00:00.0000,2012-03-03 00:00:00.0000
1413,2012-03-05,8,11,36,27,15,2012-03-05 00:00:00.0000,2012-03-05 00:00:00.0000
1414,2012-03-06,13,20,23,22,18,2012-03-06 00:00:00.0000,2012-03-06 00:00:00.0000
1415,2012-03-07,19,15,4,3,20,2012-03-07 00:00:00.0000,2012-03-07 00:00:00.0000
1416,2012-03-08,34,21,9,3,4,2012-03-08 00:00:00.0000,2012-03-08 00:00:00.0000
1417,2012-03-09,36,30,22,27,16,2012-03-09 00:00:00.0000,2012-03-09 00:00:00.0000
1418,2012-03-10,29,10,36,32,34,2012-03-10 00:00:00.0000,2012-03-10 00:00:00.0000
1419,2012-03-12,4,29,35,32,24,2012-03-12 00:00:00.0000,2012-03-12 00:00:00.0000
1420,2012-03-13,16,38,27,15,29,2012-03-13 00:00:00.0000,2012-03-13 00:00:00.0000
1421,2012-03-14,12,6,8,7,10,2012-03-14 00:00:00.0000,2012-03-14 00:00:00.0000
1422,2012-03-15,24,30,15,29,25,2012-03-15 00:00:00.0000,2012-03-15 00:00:00.0000
1423,2012-03-16,36,23,20,30,10,2012-03-16 00:00:00.0000,2012-03-16 00:00:00.0000
1424,2012-03-17,15,36,23,18,12,2012-03-17 00:00:00.0000,2012-03-17 00:00:00.0000
1425,2012-03-19,10,29,26,35,5,2012-03-19 00:00:00.0000,2012-03-19 00:00:00.0000
1426,2012-03-20,6,13,17,10,25,2012-03-20 00:00:00.0000,2012-03-20 00:00:00.0000
1427,2012-03-21,32,26,27,35,22,2012-03-21 00:00:00.0000,2012-03-21 00:00:00.0000
1428,2012-03-22,24,19,12,9,13,2012-03-22 00:00:00.0000,2012-03-22 00:00:00.0000
1429,2012-03-23,2,30,8,19,3,2012-03-23 00:00:00.0000,2012-03-23 00:00:00.0000
1430,2012-03-24,8,39,31,32,27,2012-03-24 00:00:00.0000,2012-03-24 00:00:00.0000
1431,2012-03-26,24,12,37,32,15,2012-03-26 00:00:00.0000,2012-03-26 00:00:00.0000
1432,2012-03-27,32,17,30,14,15,2012-03-27 00:00:00.0000,2012-03-27 00:00:00.0000
1433,2012-03-28,20,31,22,12,36,2012-03-28 00:00:00.0000,2012-03-28 00:00:00.0000
1434,2012-03-29,23,39,18,1,13,2012-03-29 00:00:00.0000,2012-03-29 00:00:00.0000
1435,2012-03-30,3,38,9,1,2,2012-03-30 00:00:00.0000,2012-03-30 00:00:00.0000
1436,2012-03-31,9,36,8,21,15,2012-03-31 00:00:00.0000,2012-03-31 00:00:00.0000
1437,2012-04-02,13,27,5,3,32,2012-04-02 00:00:00.0000,2012-04-02 00:00:00.0000
1438,2012-04-03,27,19,30,18,21,2012-04-03 00:00:00.0000,2012-04-03 00:00:00.0000
1439,2012-04-04,39,37,11,28,24,2012-04-04 00:00:00.0000,2012-04-04 00:00:00.0000
1440,2012-04-05,9,8,1,32,15,2012-04-05 00:00:00.0000,2012-04-05 00:00:00.0000
1441,2012-04-06,36,21,29,17,22,2012-04-06 00:00:00.0000,2012-04-06 00:00:00.0000
1442,2012-04-07,32,29,18,24,4,2012-04-07 00:00:00.0000,2012-04-07 00:00:00.0000
1443,2012-04-09,9,2,13,15,25,2012-04-09 00:00:00.0000,2012-04-09 00:00:00.0000
1444,2012-04-10,5,19,27,17,33,2012-04-10 00:00:00.0000,2012-04-10 00:00:00.0000
1445,2012-04-11,22,4,32,16,19,2012-04-11 00:00:00.0000,2012-04-11 00:00:00.0000
1446,2012-04-12,4,37,36,6,13,2012-04-12 00:00:00.0000,2012-04-12 00:00:00.0000
1447,2012-04-13,37,29,1,15,38,2012-04-13 00:00:00.0000,2012-04-13 00:00:00.0000
1448,2012-04-14,27,3,28,17,36,2012-04-14 00:00:00.0000,2012-04-14 00:00:00.0000
1449,2012-04-16,19,3,13,11,21,2012-04-16 00:00:00.0000,2012-04-16 00:00:00.0000
1450,2012-04-17,10,28,33,9,3,2012-04-17 00:00:00.0000,2012-04-17 00:00:00.0000
1451,2012-04-18,33,24,38,29,30,2012-04-18 00:00:00.0000,2012-04-18 00:00:00.0000
1452,2012-04-19,19,30,25,14,4,2012-04-19 00:00:00.0000,2012-04-19 00:00:00.0000
1453,2012-04-20,33,2,11,18,31,2012-04-20 00:00:00.0000,2012-04-20 00:00:00.0000
1454,2012-04-21,32,4,5,13,2,2012-04-21 00:00:00.0000,2012-04-21 00:00:00.0000
1455,2012-04-23,36,25,34,3,20,2012-04-23 00:00:00.0000,2012-04-23 00:00:00.0000
1456,2012-04-24,24,11,6,30,22,2012-04-24 00:00:00.0000,2012-04-24 00:00:00.0000
